2,3
3,4
3,5
5,6
6,7
8,6
2,9
10,2
7,11
5,12
3,13
2,14
15,13
16,3
17,5
19,13
21,4
18,5
3,23
20,14
25,3
22,3
27,5
6,24
29,6
7,26
31,27
28,16
32,33
23,30
9,36
32,29
8,35
14,40
37,19
5,34
31,39
44,19
23,41
17,38
6,43
10,48
19,45
3,42
2,47
13,53
44,49
6,46
5,57
50,41
51,24
52,19
61,58
38,54
14,55
56,19
17,65
29,58
19,59
17,60
70,6
62,34
20,63
27,64
67,64
10,68
69,62
78,8
55,71
72,37
40,73
66,23
38,75
76,12
58,77
73,87
31,79
52,80
74,81
74,65
85,17
82,39
70,95
68,84
57,89
57,86
23,83
61,88
74,93
90,87
65,104
80,92
97,3
2,94
91,2
81,96
99,29
23,112
101,5
98,66
10,103
23,100
68,105
78,102
76,107
10,121
76,109
39,106
111,27
68,108
75,113
110,55
129,59
61,114
111,115
64,116
117,79
118,34
119,46
120,34
139,80
122,61
80,123
95,124
95,125
20,126
127,58
128,17
23,133
22,130
122,135
39,132
137,46
134,108
15,154
5,136
141,119
23,138
25,143
52,140
5,145
18,142
20,131
15,144
99,147
3,148
149,59
150,62
19,151
10,152
153,5
148,173
155,130
14,156
115,157
158,59
159,22
6,160
5,161
116,146
169,39
162,24
75,163
20,164
165,188
39,166
151,167
41,168
143,177
35,170
64,171
172,45
18,165
174,3
175,110
42,176
179,20
24,184
5,181
58,178
30,183
207,10
53,185
63,182
29,187
160,192
189,58
168,186
138,191
95,180
193,185
17,190
197,167
51,194
7,222
52,196
68,201
198,128
75,195
200,25
205,134
202,141
199,148
204,86
10,209
206,139
203,80
208,51
51,211
212,5
213,14
241,171
215,77
87,216
217,185
210,54
94,219
220,65
221,77
178,214
223,102
19,224
156,225
120,218
116,256
226,80
227,184
35,228
218,229
59,230
39,231
44,232
233,38
3,234
57,235
229,236
237,190
173,238
239,77
240,72
69,243
229,277
245,22
86,242
247,203
195,244
165,249
199,246
251,102
204,248
41,253
250,160
104,255
252,120
7,257
133,254
24,264
88,259
60,258
12,261
3,268
96,263
95,262
265,5
272,87
186,267
109,266
187,269
213,307
80,271
270,159
273,235
73,274
158,281
172,276
88,275
13,278
22,285
47,280
279,4
282,90
289,263
147,284
77,283
286,55
260,45
288,7
287,9
227,292
6,291
67,294
272,293
36,296
295,235
298,95
297,167
300,12
3,299
302,90
301,70
304,122
303,58
345,273
305,53
239,306
309,70
34,308
311,68
310,224
3,313
266,312
315,124
12,314
198,317
316,162
64,319
178,318
294,321
320,26
90,290
288,336
16,323
139,322
37,325
50,324
153,327
326,39
147,329
375,282
133,331
329,330
55,333
185,332
30,335
110,334
299,337
5,338
353,13
330,340
22,339
342,115
341,37
344,201
68,343
174,346
174,328
348,277
218,347
3,350
349,17
145,352
95,351
20,356
355,298
119,366
14,357
360,10
359,32
279,354
361,330
364,147
363,160
412,279
183,365
209,368
333,367
223,362
369,326
370,113
146,373
312,372
226,383
374,32
241,377
376,4
77,371
6,378
34,381
380,187
358,223
82,382
249,385
384,20
108,379
86,386
107,393
388,276
197,387
3,390
10,442
199,392
264,391
10,394
175,401
392,396
395,38
273,398
389,38
400,5
131,399
266,408
20,403
3,402
405,200
397,320
407,123
257,406
148,409
3,416
250,411
410,31
316,413
23,404
141,415
414,184
5,417
45,418
242,421
420,120
406,423
422,68
425,45
144,424
480,16
17,426
52,429
22,428
101,431
372,430
246,433
432,3
41,419
436,98
435,10
406,438
277,437
440,259
369,439
427,36
290,441
444,3
102,443
113,446
445,127
353,448
56,447
17,434
33,449
422,450
455,510
160,452
451,38
454,65
90,453
456,9
49,455
183,458
324,457
72,460
459,25
96,462
461,356
